data;regiao;categoria;produto;quantidade;valor_unitario
2026-10-02;Norte;Licencas;Licenca Anual ERP;9;2676.84
2026-04-02;Sul;Suporte;Suporte Premium;9;612.68
2026-11-14;Sudeste;Consultoria;Automacao de Processos;5;14821.51
2026-07-11;Norte;Software;Conector API;10;3291.59
2026-06-03;Nordeste;Consultoria;Consultoria de Dados;11;17870.96
2026-02-17;Sudeste;Software;Conector API;9;5293.64
2026-12-26;Sul;Software;Conector API;7;6746.2
2026-10-17;Norte;Licencas;Licenca Anual ERP;9;2973.63
2026-04-19;Norte;Consultoria;Automacao de Processos;5;3221.71
2026-12-17;Norte;Software;Modulo Fiscal;10;6859.74
2026-06-11;Sul;Consultoria;Consultoria de Dados;10;4734.97
2026-02-09;Sudeste;Suporte;Suporte Premium;10;2052.77
2026-12-13;Norte;Suporte;Suporte Basico;7;1886.78
2026-12-19;Nordeste;Consultoria;Automacao de Processos;1;4014.13
2026-02-08;Sudeste;Consultoria;Automacao de Processos;6;2959.2
2026-08-19;Sudeste;Licencas;Licenca Office;9;3035.2
2026-04-06;Centro-Oeste;Suporte;Suporte Basico;2;1921.55
2026-05-07;Nordeste;Licencas;Licenca Anual ERP;5;831.82
2026-07-19;Sudeste;Consultoria;Consultoria de Dados;2;2580.53
2026-08-16;Sudeste;Licencas;Licenca Office;2;771.02
2026-08-09;Sudeste;Consultoria;Automacao de Processos;2;2907.06
2026-10-11;Sul;Licencas;Licenca Office;7;434.55
2026-07-18;Nordeste;Suporte;Suporte Premium;10;1394.32
2026-03-28;Sul;Suporte;Suporte Basico;5;1335.56
2026-03-27;Sudeste;Software;Conector API;5;5364.39
2026-07-04;Sudeste;Software;Plataforma BI Pro;12;6575.29
2026-11-12;Sul;Treinamento;Treinamento Power BI;3;1788.17
2026-06-20;Nordeste;Suporte;Suporte Basico;6;1224.47
2026-11-30;Norte;Suporte;Suporte Premium;5;973.4
2026-09-03;Sudeste;Consultoria;Automacao de Processos;6;7017.45
2026-10-22;Nordeste;Suporte;Suporte Basico;7;888.63
2026-07-06;Sul;Suporte;Suporte Premium;10;2394.26
2026-12-16;Nordeste;Consultoria;Consultoria de Dados;12;9655.14
2026-08-13;Nordeste;Consultoria;Consultoria de Dados;7;12931.15
2026-11-21;Sudeste;Consultoria;Automacao de Processos;11;4889.22
2026-07-13;Sul;Suporte;Suporte Basico;10;1141.69
2026-12-21;Sudeste;Treinamento;Treinamento Power BI;6;3336.37
2026-11-01;Centro-Oeste;Treinamento;Treinamento Power BI;2;3598.92
2026-03-27;Centro-Oeste;Licencas;Licenca Anual ERP;10;3154.1
2026-06-19;Norte;Suporte;Suporte Basico;2;322.15
2026-04-24;Sudeste;Licencas;Licenca Anual ERP;8;1447.53
2026-12-14;Centro-Oeste;Suporte;Suporte Premium;6;2395.18
2026-02-23;Sudeste;Suporte;Suporte Premium;2;2045.77
2026-06-28;Sudeste;Consultoria;Automacao de Processos;4;10577.28
2026-09-01;Sul;Licencas;Licenca Office;6;588.09
2026-12-30;Sul;Software;Conector API;11;2140.52
2026-05-05;Sudeste;Consultoria;Consultoria de Dados;6;11177.66
2026-04-29;Nordeste;Suporte;Suporte Premium;3;1645.01
2026-07-22;Sul;Suporte;Suporte Premium;8;1543.63
2026-01-03;Nordeste;Suporte;Suporte Premium;5;1879.88
2026-10-23;Sul;Software;Modulo Fiscal;3;4345.82
2026-08-23;Sul;Consultoria;Automacao de Processos;9;17471.7
2026-11-02;Sudeste;Licencas;Licenca Office;10;719.85
2026-08-23;Centro-Oeste;Licencas;Licenca Office;10;2052.47
2026-06-10;Sul;Consultoria;Automacao de Processos;2;5337.19
2026-09-19;Sudeste;Consultoria;Consultoria de Dados;10;8447.5
2026-09-07;Centro-Oeste;Consultoria;Consultoria de Dados;9;5086.42
2026-03-13;Sul;Licencas;Licenca Office;10;550.11
2026-01-05;Sudeste;Licencas;Licenca Anual ERP;7;3098.72
2026-12-01;Sudeste;Treinamento;Treinamento Excel;7;3369.56
2026-09-08;Sul;Suporte;Suporte Premium;4;913.39
2026-04-26;Sudeste;Licencas;Licenca Anual ERP;8;1983.82
2026-10-09;Sudeste;Suporte;Suporte Premium;5;1927.74
2026-10-05;Nordeste;Licencas;Licenca Anual ERP;12;1635.83
2026-08-06;Sul;Consultoria;Consultoria de Dados;5;16059.55
2026-08-19;Sudeste;Software;Plataforma BI Pro;8;8641.5
2026-05-02;Sudeste;Software;Modulo Fiscal;10;7126.55
2026-11-20;Sudeste;Treinamento;Treinamento Power BI;4;3772.77
2026-10-19;Sudeste;Software;Conector API;10;5833.41
2026-12-27;Sudeste;Licencas;Licenca Office;9;3159.37
2026-03-11;Norte;Software;Conector API;1;9735.38
2026-12-26;Nordeste;Consultoria;Consultoria de Dados;3;13526.62
2026-12-13;Sudeste;Consultoria;Consultoria de Dados;10;12302.23
2026-07-12;Sudeste;Suporte;Suporte Premium;7;1382.79
2026-12-22;Norte;Licencas;Licenca Office;8;3060.71
2026-10-25;Sul;Licencas;Licenca Anual ERP;12;3122.02
2026-02-02;Nordeste;Licencas;Licenca Office;4;3110.76
2026-09-11;Sudeste;Consultoria;Automacao de Processos;6;10983.31
2026-10-17;Nordeste;Consultoria;Automacao de Processos;11;14314.94
2026-02-20;Centro-Oeste;Software;Conector API;1;2268.44
2026-08-14;Sudeste;Consultoria;Automacao de Processos;4;17933.26
2026-11-29;Sudeste;Consultoria;Automacao de Processos;2;12646.11
2026-02-12;Sudeste;Licencas;Licenca Anual ERP;1;1509.76
2026-12-25;Nordeste;Licencas;Licenca Office;11;655.36
2026-01-01;Sudeste;Software;Plataforma BI Pro;3;6305.64
2026-12-15;Sudeste;Treinamento;Treinamento Power BI;12;1939.94
2026-08-05;Nordeste;Software;Conector API;2;3168.94
2026-02-22;Sul;Software;Conector API;5;2379.31
2026-11-25;Norte;Consultoria;Consultoria de Dados;2;10722.88
2026-11-09;Centro-Oeste;Software;Conector API;6;7412.92
2026-07-30;Centro-Oeste;Consultoria;Automacao de Processos;4;3843.66
2026-03-13;Nordeste;Software;Modulo Fiscal;12;4502.67
2026-06-11;Nordeste;Suporte;Suporte Premium;5;1653.7
2026-10-11;Centro-Oeste;Consultoria;Automacao de Processos;12;2915.78
2026-04-16;Sudeste;Licencas;Licenca Anual ERP;12;1496.9
2026-05-03;Sudeste;Software;Plataforma BI Pro;4;5496.41
2026-02-06;Sudeste;Treinamento;Treinamento Power BI;6;4242.31
2026-07-18;Nordeste;Consultoria;Automacao de Processos;6;10968.52
2026-08-30;Norte;Consultoria;Consultoria de Dados;1;11604.13
2026-05-15;Sudeste;Software;Plataforma BI Pro;7;5556.85
2026-08-01;Sudeste;Treinamento;Treinamento Excel;2;3098.1
2026-11-12;Sul;Treinamento;Treinamento Power BI;5;908.18
2026-03-21;Sudeste;Consultoria;Automacao de Processos;10;12331.56
2026-06-08;Nordeste;Software;Modulo Fiscal;4;1697.99
2026-08-11;Sul;Software;Modulo Fiscal;10;1673.25
2026-03-03;Sul;Consultoria;Consultoria de Dados;12;2675.93
2026-06-27;Sudeste;Suporte;Suporte Basico;3;1080.93
2026-03-02;Nordeste;Licencas;Licenca Anual ERP;6;2659.9
2026-09-26;Sul;Licencas;Licenca Anual ERP;8;1674.55
2026-01-29;Sudeste;Licencas;Licenca Anual ERP;6;840.47
2026-10-21;Centro-Oeste;Software;Plataforma BI Pro;4;7570.71
2026-01-23;Nordeste;Software;Plataforma BI Pro;4;1595.44
2026-07-16;Norte;Licencas;Licenca Anual ERP;1;1948.02
2026-04-25;Sudeste;Suporte;Suporte Basico;12;971.86
2026-10-20;Sudeste;Software;Modulo Fiscal;11;8956.69
2026-04-25;Nordeste;Consultoria;Consultoria de Dados;7;3568.36
2026-05-25;Nordeste;Suporte;Suporte Basico;6;481.41
2026-01-05;Sudeste;Suporte;Suporte Basico;10;1947.47
2026-05-05;Sudeste;Treinamento;Treinamento Excel;4;3456.61
2026-05-06;Sul;Treinamento;Treinamento Excel;1;1508.69
2026-11-22;Nordeste;Licencas;Licenca Anual ERP;6;404.09
2026-06-07;Sul;Suporte;Suporte Premium;7;1333.26
2026-03-14;Nordeste;Software;Plataforma BI Pro;1;9122.96
2026-07-31;Nordeste;Treinamento;Treinamento Excel;8;4400.76
2026-10-25;Sul;Software;Plataforma BI Pro;11;8251.68
2026-10-31;Centro-Oeste;Software;Conector API;11;9492.28
2026-05-30;Sudeste;Consultoria;Automacao de Processos;7;13361.25
2026-06-12;Sudeste;Licencas;Licenca Anual ERP;2;3041.95
2026-10-27;Sul;Consultoria;Consultoria de Dados;3;9468.28
2026-07-28;Sul;Licencas;Licenca Office;4;1665.37
2026-05-16;Nordeste;Suporte;Suporte Premium;3;1995.95
2026-12-27;Nordeste;Licencas;Licenca Anual ERP;4;2740.59
2026-03-17;Sul;Licencas;Licenca Anual ERP;6;1509.48
2026-12-13;Sudeste;Software;Plataforma BI Pro;1;9388.03
2026-10-12;Nordeste;Suporte;Suporte Premium;2;1270.29
2026-03-04;Sul;Consultoria;Consultoria de Dados;3;5571.06
2026-07-10;Nordeste;Suporte;Suporte Premium;10;1530.85
2026-01-12;Norte;Software;Plataforma BI Pro;11;5013.51
2026-02-17;Norte;Consultoria;Automacao de Processos;2;3161.79
2026-01-26;Sul;Suporte;Suporte Basico;12;1129.5
2026-07-15;Nordeste;Software;Plataforma BI Pro;6;3046.56
2026-05-21;Sudeste;Consultoria;Consultoria de Dados;1;12018.65
2026-05-06;Centro-Oeste;Treinamento;Treinamento Excel;7;4042.84
2026-02-01;Sul;Suporte;Suporte Basico;3;1180.39
2026-05-08;Centro-Oeste;Treinamento;Treinamento Power BI;7;3649.47
2026-09-03;Centro-Oeste;Licencas;Licenca Office;6;2955.5
2026-06-14;Sudeste;Treinamento;Treinamento Power BI;1;1843.62
2026-01-16;Norte;Consultoria;Automacao de Processos;1;15034.14
2026-09-29;Sudeste;Suporte;Suporte Premium;3;510.28
2026-05-17;Sudeste;Consultoria;Consultoria de Dados;4;11423.23
2026-07-01;Norte;Suporte;Suporte Premium;3;796.76
2026-12-24;Sudeste;Licencas;Licenca Anual ERP;12;2361.57
2026-10-16;Sul;Treinamento;Treinamento Power BI;8;2714.29
2026-09-09;Sul;Consultoria;Consultoria de Dados;4;11825.77
2026-09-27;Sudeste;Software;Conector API;10;2932.59
2026-06-24;Nordeste;Consultoria;Automacao de Processos;1;2839.65
2026-12-27;Norte;Treinamento;Treinamento Power BI;9;3956.61
2026-07-11;Nordeste;Software;Modulo Fiscal;7;6239.74
2026-06-04;Sudeste;Licencas;Licenca Anual ERP;12;3056.34
2026-11-29;Sudeste;Suporte;Suporte Basico;4;1697.62
2026-07-13;Sudeste;Consultoria;Automacao de Processos;3;5254.48
2026-12-26;Norte;Software;Conector API;10;1478.49
2026-06-12;Norte;Treinamento;Treinamento Power BI;11;2805.65
2026-03-14;Sudeste;Suporte;Suporte Premium;4;1028.3
2026-03-27;Centro-Oeste;Licencas;Licenca Anual ERP;12;2276.07
2026-08-17;Sul;Licencas;Licenca Anual ERP;4;2340.89
2026-05-12;Nordeste;Licencas;Licenca Anual ERP;1;1480.62
2026-03-27;Norte;Suporte;Suporte Basico;7;1037.59
2026-02-21;Nordeste;Suporte;Suporte Premium;3;1247.7
2026-05-31;Sul;Software;Conector API;2;1838.12
2026-07-12;Sul;Consultoria;Consultoria de Dados;9;17098.43
2026-06-23;Centro-Oeste;Software;Modulo Fiscal;8;7258.74
2026-12-01;Sul;Suporte;Suporte Basico;3;412.47
2026-04-16;Norte;Licencas;Licenca Office;12;1951.51
2026-05-16;Centro-Oeste;Treinamento;Treinamento Excel;4;974.07
2026-10-20;Centro-Oeste;Suporte;Suporte Basico;3;414.46
2026-08-07;Sul;Software;Modulo Fiscal;11;6361.85
2026-02-19;Sul;Consultoria;Consultoria de Dados;11;7023.08
2026-08-31;Nordeste;Software;Conector API;7;5250.12
2026-02-16;Centro-Oeste;Licencas;Licenca Office;3;1438.86
2026-07-09;Sul;Suporte;Suporte Premium;5;1223.45
2026-04-26;Nordeste;Licencas;Licenca Anual ERP;3;2506.26
2026-02-13;Centro-Oeste;Software;Modulo Fiscal;7;9548.07
2026-04-27;Centro-Oeste;Treinamento;Treinamento Excel;9;2232.67
2026-12-18;Nordeste;Treinamento;Treinamento Excel;10;4038.45
2026-06-03;Sul;Suporte;Suporte Premium;9;1499.56
2026-10-20;Centro-Oeste;Treinamento;Treinamento Power BI;2;4302.09
2026-03-30;Norte;Suporte;Suporte Premium;4;1997.77
2026-01-22;Sudeste;Consultoria;Automacao de Processos;4;17957.67
2026-11-01;Sudeste;Consultoria;Consultoria de Dados;2;8515.54
2026-10-10;Sudeste;Suporte;Suporte Basico;9;1262.13
2026-12-25;Centro-Oeste;Software;Modulo Fiscal;7;2167.66
2026-03-17;Centro-Oeste;Consultoria;Consultoria de Dados;2;11221.6
2026-05-27;Nordeste;Software;Conector API;7;3471.58
2026-10-20;Centro-Oeste;Suporte;Suporte Premium;3;878.37
2026-11-13;Centro-Oeste;Consultoria;Automacao de Processos;1;8634.79
2026-12-20;Sudeste;Licencas;Licenca Office;5;2911.69
2026-06-22;Nordeste;Software;Conector API;5;3610.98
2026-12-23;Nordeste;Suporte;Suporte Premium;3;931.01
2026-06-14;Sudeste;Suporte;Suporte Basico;10;1655.67
2026-08-15;Sudeste;Consultoria;Automacao de Processos;12;10009.14
2026-07-11;Nordeste;Treinamento;Treinamento Power BI;2;1813.38
2026-07-26;Sul;Treinamento;Treinamento Power BI;3;1351.78
2026-01-30;Sudeste;Consultoria;Automacao de Processos;1;16729.48
2026-05-21;Sudeste;Consultoria;Automacao de Processos;9;8652.61
2026-12-15;Sul;Software;Conector API;8;6308.77
2026-08-31;Centro-Oeste;Consultoria;Automacao de Processos;6;5034.46
2026-12-19;Sul;Licencas;Licenca Anual ERP;7;539.02
2026-04-20;Nordeste;Treinamento;Treinamento Power BI;11;1406.25
2026-09-20;Sul;Suporte;Suporte Premium;8;2214.18
2026-11-04;Nordeste;Consultoria;Consultoria de Dados;5;11929.33
2026-12-31;Norte;Licencas;Licenca Office;7;2907.35
2026-08-24;Sudeste;Licencas;Licenca Office;5;2296.15
2026-07-23;Centro-Oeste;Treinamento;Treinamento Power BI;9;4497.77
2026-10-15;Centro-Oeste;Licencas;Licenca Office;5;2316.36
2026-02-02;Sudeste;Suporte;Suporte Basico;11;982.79
2026-05-14;Centro-Oeste;Licencas;Licenca Office;4;819.8
2026-01-30;Nordeste;Consultoria;Automacao de Processos;11;7453.58
2026-01-14;Centro-Oeste;Consultoria;Automacao de Processos;5;16557.13
2026-07-18;Nordeste;Suporte;Suporte Premium;6;1825.75
2026-12-18;Sudeste;Consultoria;Automacao de Processos;11;8056.71
2026-03-29;Nordeste;Licencas;Licenca Anual ERP;5;673.29
2026-05-13;Nordeste;Consultoria;Consultoria de Dados;11;16443.66
2026-04-24;Sudeste;Software;Modulo Fiscal;5;4816.06
2026-07-10;Sudeste;Licencas;Licenca Office;8;2783.4
2026-01-28;Nordeste;Suporte;Suporte Premium;8;2167.79
2026-03-03;Nordeste;Treinamento;Treinamento Excel;9;1763.59
2026-03-19;Sul;Software;Plataforma BI Pro;6;4719.05
2026-08-23;Sul;Treinamento;Treinamento Power BI;2;2501.57
2026-06-10;Centro-Oeste;Consultoria;Consultoria de Dados;8;6739.68
2026-10-23;Nordeste;Consultoria;Automacao de Processos;2;4505.79
2026-11-21;Sudeste;Suporte;Suporte Basico;8;1104.96
2026-10-01;Sul;Software;Conector API;1;8871.25
2026-04-08;Sul;Treinamento;Treinamento Power BI;11;3461.05
2026-12-22;Nordeste;Consultoria;Automacao de Processos;3;4091.98
2026-10-29;Sudeste;Treinamento;Treinamento Power BI;1;1762.99
2026-08-22;Nordeste;Licencas;Licenca Office;7;2886.33
2026-06-25;Norte;Consultoria;Automacao de Processos;6;14126.79
2026-07-26;Sul;Consultoria;Consultoria de Dados;12;17765.63
2026-01-12;Centro-Oeste;Consultoria;Consultoria de Dados;2;8182.17
2026-07-12;Nordeste;Software;Conector API;9;6558.96
2026-01-25;Centro-Oeste;Treinamento;Treinamento Power BI;1;3290.02
2026-08-16;Sudeste;Suporte;Suporte Basico;8;1773.92
2026-12-22;Nordeste;Consultoria;Consultoria de Dados;5;9023.51
2026-12-06;Sudeste;Software;Modulo Fiscal;10;7226.25
2026-02-23;Sudeste;Suporte;Suporte Premium;5;539.43
2026-09-12;Sul;Software;Plataforma BI Pro;5;8350.89
2026-07-03;Nordeste;Consultoria;Automacao de Processos;3;3110.79
2026-04-17;Nordeste;Suporte;Suporte Basico;6;792.46
2026-12-10;Sul;Software;Plataforma BI Pro;10;6953.59
2026-02-16;Nordeste;Consultoria;Consultoria de Dados;12;13715.43
2026-11-26;Sudeste;Licencas;Licenca Office;5;1699.98
2026-03-31;Nordeste;Software;Conector API;6;8093.73
2026-08-07;Nordeste;Licencas;Licenca Anual ERP;1;427.08
2026-12-06;Centro-Oeste;Consultoria;Automacao de Processos;6;16365.18
2026-05-18;Nordeste;Treinamento;Treinamento Power BI;6;3778.36
2026-02-28;Sudeste;Consultoria;Automacao de Processos;5;15453.48
2026-08-04;Centro-Oeste;Suporte;Suporte Premium;2;578.27
2026-03-23;Sul;Software;Modulo Fiscal;8;8099.48
2026-04-03;Centro-Oeste;Suporte;Suporte Basico;10;360.51
2026-09-05;Norte;Consultoria;Consultoria de Dados;7;9330.66
2026-05-14;Centro-Oeste;Software;Plataforma BI Pro;12;8667.66
2026-10-23;Nordeste;Treinamento;Treinamento Power BI;11;4005.26
2026-09-25;Nordeste;Treinamento;Treinamento Power BI;7;3180.68
2026-09-04;Sudeste;Consultoria;Automacao de Processos;3;15505.01
2026-11-10;Sul;Treinamento;Treinamento Power BI;9;3910.5
2026-03-26;Sul;Suporte;Suporte Basico;6;805.87
2026-01-26;Sudeste;Licencas;Licenca Office;7;2687.89
2026-08-24;Sudeste;Software;Modulo Fiscal;8;1956.97
2026-08-17;Sudeste;Suporte;Suporte Basico;12;1672.08
2026-07-26;Sudeste;Software;Modulo Fiscal;9;1201.46
2026-11-06;Norte;Software;Modulo Fiscal;5;8854.95
2026-04-16;Centro-Oeste;Treinamento;Treinamento Excel;6;2017.04
2026-04-25;Nordeste;Software;Conector API;9;7799.78
2026-08-31;Nordeste;Treinamento;Treinamento Excel;12;2364.88
2026-12-04;Sudeste;Software;Conector API;6;8337.0
2026-10-08;Sudeste;Licencas;Licenca Anual ERP;1;2911.26
2026-03-13;Nordeste;Suporte;Suporte Basico;2;834.01
2026-04-07;Sul;Consultoria;Automacao de Processos;4;9584.21
2026-06-23;Sul;Consultoria;Automacao de Processos;1;16862.71
2026-03-05;Nordeste;Treinamento;Treinamento Excel;8;3167.98
2026-03-10;Norte;Treinamento;Treinamento Power BI;9;3471.23
2026-08-10;Nordeste;Treinamento;Treinamento Excel;9;3646.22
2026-12-21;Centro-Oeste;Consultoria;Consultoria de Dados;2;8504.79
2026-11-07;Norte;Treinamento;Treinamento Excel;7;4420.05
2026-05-21;Sudeste;Consultoria;Automacao de Processos;5;9519.11
2026-03-12;Sudeste;Consultoria;Automacao de Processos;12;10990.99
2026-12-31;Nordeste;Licencas;Licenca Anual ERP;4;987.2
2026-12-18;Sudeste;Licencas;Licenca Anual ERP;12;2220.24
2026-09-15;Centro-Oeste;Consultoria;Automacao de Processos;12;4288.78
2026-10-15;Sudeste;Licencas;Licenca Office;11;2494.03
2026-05-27;Nordeste;Treinamento;Treinamento Excel;1;2638.65
2026-07-15;Sul;Software;Modulo Fiscal;1;2919.16
2026-05-27;Nordeste;Consultoria;Consultoria de Dados;1;13204.22
2026-04-15;Nordeste;Licencas;Licenca Anual ERP;6;2679.27
2026-11-12;Nordeste;Software;Modulo Fiscal;9;8637.64
2026-07-19;Sudeste;Treinamento;Treinamento Excel;12;3191.52
2026-07-18;Sudeste;Suporte;Suporte Basico;9;412.98
2026-04-14;Centro-Oeste;Licencas;Licenca Office;4;2952.16
2026-10-29;Centro-Oeste;Licencas;Licenca Anual ERP;12;3100.01
2026-08-18;Sul;Licencas;Licenca Anual ERP;3;3094.93
2026-03-03;Sudeste;Treinamento;Treinamento Excel;5;2770.73
2026-03-24;Centro-Oeste;Consultoria;Automacao de Processos;1;7623.72
2026-01-21;Sul;Consultoria;Automacao de Processos;10;3288.26
2026-12-05;Sudeste;Treinamento;Treinamento Excel;2;3657.72
2026-09-27;Sudeste;Licencas;Licenca Anual ERP;9;590.89
2026-03-23;Sudeste;Treinamento;Treinamento Excel;2;1962.67
2026-12-06;Sudeste;Consultoria;Automacao de Processos;5;5885.9
2026-09-29;Sudeste;Treinamento;Treinamento Power BI;2;3208.86
2026-05-04;Norte;Suporte;Suporte Premium;1;1733.36
2026-07-15;Norte;Licencas;Licenca Anual ERP;7;1118.45
2026-01-13;Norte;Licencas;Licenca Office;9;2647.89
2026-09-07;Sul;Suporte;Suporte Premium;6;1379.18
2026-03-27;Norte;Software;Modulo Fiscal;9;1263.04
2026-04-18;Centro-Oeste;Software;Plataforma BI Pro;11;4848.2
2026-04-16;Sudeste;Software;Modulo Fiscal;12;7866.78
2026-12-18;Sul;Software;Conector API;12;4052.75
2026-02-07;Sul;Software;Conector API;9;1805.8
2026-05-13;Sudeste;Consultoria;Automacao de Processos;11;8768.94
2026-01-09;Sudeste;Licencas;Licenca Anual ERP;9;416.52
2026-02-02;Nordeste;Treinamento;Treinamento Power BI;12;3908.18
2026-09-15;Sul;Licencas;Licenca Office;10;642.21
2026-07-15;Sudeste;Suporte;Suporte Premium;8;628.28
2026-03-11;Nordeste;Consultoria;Automacao de Processos;11;4733.17
2026-01-06;Centro-Oeste;Licencas;Licenca Anual ERP;2;516.96
2026-11-02;Sudeste;Treinamento;Treinamento Power BI;5;1419.21
2026-04-19;Sudeste;Licencas;Licenca Anual ERP;3;915.18
2026-05-10;Sul;Treinamento;Treinamento Power BI;11;3718.67
2026-10-09;Sudeste;Software;Modulo Fiscal;2;3699.61
2026-05-09;Sul;Software;Modulo Fiscal;10;5389.84
2026-07-02;Sul;Licencas;Licenca Anual ERP;2;1198.38
2026-04-10;Sudeste;Software;Conector API;6;6500.54
2026-12-22;Centro-Oeste;Licencas;Licenca Office;6;3084.24
2026-01-03;Sudeste;Consultoria;Consultoria de Dados;12;13967.15
2026-05-22;Nordeste;Suporte;Suporte Premium;11;1839.24
2026-08-25;Sudeste;Suporte;Suporte Basico;8;1458.51
2026-11-27;Centro-Oeste;Consultoria;Automacao de Processos;3;16315.1
2026-05-15;Nordeste;Consultoria;Consultoria de Dados;12;3668.7
2026-09-17;Centro-Oeste;Software;Modulo Fiscal;10;4684.16
2026-04-19;Norte;Treinamento;Treinamento Excel;9;4086.55
2026-08-30;Centro-Oeste;Treinamento;Treinamento Power BI;6;2130.74
2026-05-29;Sul;Treinamento;Treinamento Power BI;7;2019.08
2026-12-06;Sudeste;Software;Modulo Fiscal;11;2626.25
2026-03-13;Sudeste;Treinamento;Treinamento Power BI;10;4299.98
2026-09-05;Norte;Consultoria;Consultoria de Dados;4;14302.82
2026-02-02;Sudeste;Consultoria;Consultoria de Dados;1;12863.08
2026-07-04;Sudeste;Treinamento;Treinamento Excel;1;755.63
2026-02-22;Nordeste;Licencas;Licenca Office;12;1137.28
2026-10-19;Sul;Treinamento;Treinamento Excel;6;2891.95
2026-09-22;Sudeste;Software;Plataforma BI Pro;9;4690.24
2026-09-07;Nordeste;Licencas;Licenca Anual ERP;9;2869.7
2026-03-26;Sudeste;Suporte;Suporte Basico;4;615.5
2026-07-05;Centro-Oeste;Consultoria;Consultoria de Dados;11;6070.37
2026-02-28;Sudeste;Licencas;Licenca Office;8;989.97
2026-11-28;Nordeste;Consultoria;Consultoria de Dados;4;3168.74
2026-10-31;Sul;Treinamento;Treinamento Power BI;10;1172.77
2026-05-13;Norte;Consultoria;Automacao de Processos;10;17523.28
2026-12-05;Nordeste;Software;Plataforma BI Pro;4;5063.15
2026-09-04;Sul;Suporte;Suporte Basico;10;599.7
2026-04-04;Centro-Oeste;Treinamento;Treinamento Excel;3;3424.33
2026-08-21;Centro-Oeste;Licencas;Licenca Anual ERP;4;1458.99
2026-02-25;Sul;Consultoria;Automacao de Processos;3;11885.42
2026-09-01;Norte;Consultoria;Consultoria de Dados;9;10301.6
2026-02-17;Sudeste;Software;Plataforma BI Pro;10;5837.86
2026-12-14;Centro-Oeste;Software;Modulo Fiscal;7;4385.25
2026-12-24;Sudeste;Software;Plataforma BI Pro;8;7990.18
2026-06-29;Centro-Oeste;Suporte;Suporte Premium;7;581.15
2026-04-30;Norte;Suporte;Suporte Premium;5;1556.41
2026-07-29;Sudeste;Treinamento;Treinamento Power BI;12;3500.22
2026-10-23;Sudeste;Software;Modulo Fiscal;1;4425.26
2026-12-19;Nordeste;Consultoria;Automacao de Processos;6;4152.04
2026-11-30;Centro-Oeste;Suporte;Suporte Basico;9;1189.48
2026-11-10;Sudeste;Licencas;Licenca Office;4;1557.04
2026-09-05;Sul;Treinamento;Treinamento Excel;5;4455.18
2026-06-26;Nordeste;Treinamento;Treinamento Excel;12;1138.47
2026-04-28;Sudeste;Software;Modulo Fiscal;3;2062.4
2026-07-25;Nordeste;Treinamento;Treinamento Power BI;3;2117.5
2026-02-16;Nordeste;Software;Conector API;10;4944.25
2026-05-15;Sudeste;Software;Plataforma BI Pro;10;1524.7
2026-07-25;Centro-Oeste;Suporte;Suporte Basico;12;2323.41
2026-03-31;Centro-Oeste;Software;Conector API;1;2934.68
2026-05-27;Sul;Treinamento;Treinamento Power BI;10;1260.98
2026-07-04;Sudeste;Software;Plataforma BI Pro;3;1946.85
2026-07-24;Sudeste;Licencas;Licenca Office;7;2041.02
2026-01-08;Nordeste;Treinamento;Treinamento Power BI;2;2743.41
2026-10-26;Sudeste;Treinamento;Treinamento Excel;4;2964.82
2026-08-21;Norte;Consultoria;Consultoria de Dados;5;5213.04
2026-02-24;Centro-Oeste;Treinamento;Treinamento Excel;6;4293.36
2026-05-12;Nordeste;Treinamento;Treinamento Excel;12;2326.8
2026-10-16;Sudeste;Suporte;Suporte Premium;6;2318.6
2026-12-15;Sudeste;Suporte;Suporte Premium;8;544.16
2026-07-15;Centro-Oeste;Software;Plataforma BI Pro;11;7230.11
2026-07-31;Norte;Licencas;Licenca Anual ERP;12;2730.1
2026-05-28;Sul;Consultoria;Automacao de Processos;2;11095.55
2026-09-01;Sudeste;Consultoria;Consultoria de Dados;10;6670.67
2026-09-13;Nordeste;Consultoria;Consultoria de Dados;12;6251.88
2026-04-16;Sudeste;Licencas;Licenca Anual ERP;10;1396.88
2026-03-03;Norte;Software;Modulo Fiscal;11;5436.92
2026-10-05;Norte;Software;Conector API;6;6537.74
2026-10-22;Nordeste;Suporte;Suporte Basico;3;2367.23
2026-05-24;Sudeste;Treinamento;Treinamento Power BI;1;2650.37
2026-09-02;Norte;Suporte;Suporte Premium;9;1029.31
2026-08-23;Norte;Consultoria;Automacao de Processos;6;13182.76
2026-12-12;Sudeste;Software;Modulo Fiscal;2;3998.75
2026-05-13;Sul;Treinamento;Treinamento Excel;4;1650.69
2026-06-25;Sudeste;Treinamento;Treinamento Excel;7;1421.08
2026-07-06;Nordeste;Licencas;Licenca Office;8;903.69
2026-10-22;Nordeste;Consultoria;Consultoria de Dados;12;6684.21
2026-10-12;Sudeste;Consultoria;Automacao de Processos;4;4760.58
2026-08-31;Nordeste;Consultoria;Consultoria de Dados;7;10243.77
2026-10-01;Nordeste;Treinamento;Treinamento Excel;5;1578.8
2026-01-25;Sudeste;Treinamento;Treinamento Power BI;1;1440.32
2026-09-01;Nordeste;Licencas;Licenca Anual ERP;8;2484.86
2026-07-04;Sudeste;Licencas;Licenca Office;6;455.54
